adresse,lat,lon
"132 Rue De La République, 69120 Vaulx-En-Velin, France",45.72164,4.8957
"39 Av. Camille Rousset, 69500 Bron, France",45.61902,4.781
"168 Rue Francis De Pressensé, 69100 Villeurbanne, France",45.73498,4.9042
"81 Rue De La République, 69120 Vaulx-En-Velin, France",45.72812,4.8962
"113 Av. Jean Jaurès, 69150 Décines-Charpieu, France",45.71598,4.8822
"139 Rte De Genève, 01700 Neyron, France",45.83514,4.9682
"17 Rue Paul Verlaine, 69100 Villeurbanne, France",45.7369,4.8973
"2 Rue Gambetta, 69330 Meyzieu, France",45.6504,4.8487
"188 Av. Franklin Roosevelt, 69500 Bron, France",45.61622,4.7867
"45 Rue De La République, 69680 Chassieu, France",45.54968,4.5818
"64 Cr Émile-Zola, 69100 Villeurbanne, France",45.73386,4.9049
"32 Cr Émile-Zola, 69100 Villeurbanne, France",45.7357,4.9026
"98 Av. Thiers, 24200 Sarlat-La-Canéda, France",44.90272,0.538
"26 Av. Du Général Leclerc, 24200 Sarlat-La-Canéda, France",44.902,0.5342
"4 Pl. Du Quatorze Juillet, 24200 Sarlat-La-Canéda, France",44.89696,0.5302
"Open Space Réservé Aux Membres, 22 Av. Aristide Briand, 24200 Sarlat-La-Canéda, France",44.9012,0.5324
"9 Av. Aristide Briand, 24200 Sarlat-La-Canéda, France",44.90264,0.5301
"121 Av. Thiers, 24200 Sarlat-La-Canéda, France",44.90392,0.5326
"65 Av. Thiers, 24200 Sarlat-La-Canéda, France",44.90128,0.537
"Rue Jean Tarde, 24200 Sarlat-La-Canéda, France",44.898,0.5376
"2 Bis Rue De L'Élection, 24200 Sarlat-La-Canéda, France",44.90296,0.5369
"76 Av. De Selves, 24200 Sarlat-La-Canéda, France",44.90152,0.5333
"22 Av. Thiers, 24200 Sarlat-La-Canéda, France",44.89672,0.5331
"27 Rue Paul Valéry, 24200 Sarlat-La-Canéda, France",44.9012,0.53
"844 Av. Simone Veil, 24200 Sarlat-La-Canéda, France",44.89648,0.5351
"17 Av. Gambetta, 24200 Sarlat-La-Canéda, France",44.89904,0.537
"634 Av. Simone Veil, 24200 Sarlat-La-Canéda, France",44.89936,0.5328
"15 All. De La République, 46300 Gourdon, France",44.41382,1.5787
"124 Av. Thiers, 24200 Sarlat-La-Canéda, France",44.89704,0.538
"737 Rte De La Forge, 24370 Prats-De-Carlux, France",45.31976,0.932
"16 Lot. La Burague Haute, 24250 Cénac-Et-Saint-Julien, France",44.60056,0.4689
"28 Bd Louis Jean Malvy, 46200 Souillac, France",44.50248,1.5508
"186 Rue Fondaudège, 33000 Bordeaux, France",44.8362,-0.5745
"54 All. De Tourny, 33000 Bordeaux, France",44.839,-0.5841
"115 Rue Abbé De L'Épée, 33000 Bordeaux, France",44.84028,-0.5822
"3 Rue Vergniaud, 33000 Bordeaux, France",44.83444,-0.5811
"Cs 22029, Business Centre Les, Pl. Des Grands Hommes 1Er Étage, 33000 Bordeaux, France",,
"143 Rue Georges Mandel, 33000 Bordeaux, France",44.8386,-0.5796
"13 Tour De Ville, 15600 Maurs, France",44.92054,2.1793
"51 Rue Paul Doumer, 15000 Aurillac, France",44.92014,2.4341
"10 Bd Georges Juskiewenski, 46100 Figeac, France",44.5476,1.3014
"5 Av. Gambetta, 15000 Aurillac, France",44.91462,2.4306
"5 Pl. Carnot, 46100 Figeac, France",44.55312,1.303
"5 Rue Victor Hugo, 15000 Aurillac, France",44.91662,2.4336
"1 Pl. Pierre Semard, 15000 Aurillac, France",44.92062,2.4375
"50 Rue Des Carmes, 15000 Aurillac, France",44.91806,2.4381
"162 Lafarrayrie, 46100 Figeac, France",44.5532,1.2986
"28 Av. De La République, 15000 Aurillac, France",44.91854,2.4336
"20 Rue Des Frères, 15000 Aurillac, France",44.91326,2.4346
"Rte De Tartarel, 19120 Beaulieu-Sur-Dordogne, France",45.15144,1.5303
"31 Pl. De La Halle, 36600 Valençay, France",46.31974,1.2785
"27 Av. De Verdun, 41200 Villefranche-Sur-Cher, France",47.44688,1.3957
"6 Rue Alexandre Prévost, 36210 Chabris, France",46.64616,1.5509
"18 Rue De Sion, 41130 Selles-Sur-Cher, France",47.51822,1.3656
"41 Rue Georges Clemenceau, 41200 Romorantin-Lanthenay, France",47.44752,1.4022
"La Noue, 41200 Romorantin-Lanthenay, France",47.45016,1.3993
"62 Rue Georges Clemenceau, 41200 Romorantin-Lanthenay, France",47.45336,1.4021
"3 Pl. Albert Boivin, 36210 Chabris, France",46.65224,1.5517
"12 Rue Du Pont, 36210 Chabris, France",46.6516,1.5523
"Pl. Poterie, 36100 Issoudun, France",46.7329,1.6201
"34 Rue Jean Jaurès, 31190 Auterive, France",43.6054,1.3975
"28 Rue Jean Jaurès, 31190 Auterive, France",43.60748,1.3973
"13 Rte D'Auragne, 31190 Auterive, France",43.60412,1.4004
"4 Rte De Capens, 31190 Auterive, France",43.60724,1.393
"2 Lot. Haraud Gaillac, 31190 Auterive, France",43.60268,1.3968
"99 Rte De Toulouse, 31190 Auterive, France",43.60044,1.392
"23 Allée De Buffobent, 31190 Grazac, France",43.60748,1.3949
"11 Voie Du Trait D'Union Za Pompignal, 31190 Miremont, France",43.60292,1.4015
"8 Av. Jean Pierre D'Assezat, 31810 Venerque, France",43.58784,1.4908
"13 Rte Des Cimes, 31810 Venerque, France",43.58344,1.4957
"375 Chem. Des Graves, 31600 Eaunes, France",43.55024,1.5465
"2 Av. Du Lauragais, 31810 Vernet, France",43.58432,1.4943
"1 Imp. Pujeau Rabe, 31410 Lavernose-Lacasse, France",43.5812,1.6455
"150 Rue De La République, 31290 Villefranche-De-Lauragais, France",43.62038,1.535
"28 Av. De La République, 09210 Lézat-Sur-Lèze, France",43.28274,1.2121
"60 Av. Des Pyrénées, 31600 Muret, France",43.55392,1.5452
"4 All. Niel, 31600 Muret, France",43.55384,1.5504
"24 Rue De La Métallurgie, 69003 Lyon, France",45.75136,4.8521
"9 Rue Raymond Terracher, 69100 Villeurbanne, France",45.7293,4.9
"239 Rue Paul Bert, 69003 Lyon, France",45.75144,4.8472
"112 Rue Dedieu, 69100 Villeurbanne, France",45.73402,4.9038
"44 Rue Michel Servet, 69100 Villeurbanne, France",45.73338,4.9028
"28 Bd Des Brotteaux, 69006 Lyon, France",45.76382,4.8503
"132 Cr Émile-Zola, 69100 Villeurbanne, France",45.73082,4.8973
"139 Av. Félix Faure, 69003 Lyon, France",45.75152,4.8476
"74 Kerveur, 29870 Lannilis, France",48.3972,-4.5815
"2 Pl. Général Leclerc, 29870 Lannilis, France",48.40328,-4.5864
"13 Pl. Général Leclerc, 29870 Lannilis, France",48.39816,-4.5832
"6 Rue Du Château, 29870 Lannilis, France",48.4036,-4.5873
"10 Rue Jules Ferry, 29870 Lannilis, France",48.398,-4.5786
"29870 Lannilis, France",48.40312,-4.5792
"2 Rue Du Château, 29870 Lannilis, France",48.39752,-4.5833
"15 Pl. De L'Europe, 29880 Plouguerneau, France",48.4353,-4.2307
"7 Rue Du Penquer, 29860 Plabennec, France",48.33346,-4.3307
"40 Quai De Léon, 29800 Landerneau, France",48.56766,-4.0205
"19 Rue Gambetta, 24000 Périgueux, France",45.18442,0.7129
"4 Rue Du Président Wilson, 24000 Périgueux, France",45.18042,0.7207
"20 Rue Du Président Wilson, 24000 Périgueux, France",45.1801,0.7175
"5 Rue René Lestin, 24000 Périgueux, France",45.18498,0.7126
"3 Rue Taillefer, 24000 Périgueux, France",45.18522,0.7192
"19-21 Rue Du Président Wilson, 24000 Périgueux, France",45.18074,0.7198
"7 Rue De Metz, 24000 Périgueux, France",45.18642,0.7141
"Logis Maçonnique, 12 Rue Saint-Front, 24000 Périgueux, France",45.18018,0.7141
"7 Rue De L'Ancien Hôtel De Ville, 24000 Périgueux, France",45.18066,0.7191
"118 Rue De Famagouste, 34000 Montpellier, France",43.6147,3.877
"222 Pl. Ernest Granier, 34000 Montpellier, France",43.61054,3.8733
"Agence Antigone, 179 Rue Don Bosco, 34000 Montpellier, France",43.61518,3.8759
"91 Av. Du Pont Juvénal, 34000 Montpellier, France",43.61406,3.8765
"245 Av. Marie De Montpellier, 34000 Montpellier, France",43.61366,3.8731
"401 Rue Léon Blum, 34000 Montpellier, France",43.61398,3.8804
"52 Rue De Syracuse, 34000 Montpellier, France",43.61446,3.8774
"129 Rue Andy Warhol, 34000 Montpellier, France",43.60998,3.8766
"145 Rue Le Pérugin, 34000 Montpellier, France",43.61062,3.8731
"417 Rue Léon Blum, 34000 Montpellier, France",43.61342,3.8801
"45 All. Donatello, 34000 Montpellier, France",43.61342,3.8722
"85 Av. De Boirargues, 34000 Montpellier, France",43.61278,3.879
"36 Rue Anna Pavlova, 34000 Montpellier, France",43.6079,3.8738
"54 Rue Shirin Ebadi, 34000 Montpellier, France",43.6099,3.8783
"266 Pl. Ernest Granier, 34000 Montpellier, France",43.61166,3.8746
"34 Bd Des Brotteaux, 69006 Lyon, France",45.76446,4.8528
"81 Rue Tronchet, 69006 Lyon, France",45.76942,4.8451
"81 Rue Louis Blanc, 69006 Lyon, France",45.76926,4.8455
"Rue Bossuet, 69006 Lyon, France",45.76438,4.8451
"38 Rue Professeur Weill, 69006 Lyon, France",45.76286,4.8522
"13 Pl. Wilson, 69100 Villeurbanne, France",45.73154,4.9005
"134 Av. Thiers, 69006 Lyon, France",45.76702,4.8512
"12 Pl. Gambetta, 47700 Casteljaloux, France",44.18678,0.7634
"11 Pl. Gambetta, 47700 Casteljaloux, France",44.1859,0.7606
"1 Pl. De La République, 47700 Casteljaloux, France",44.1843,0.7589
"4 Pl. Jean Jaurès, 47700 Casteljaloux, France",44.19134,0.7583
"9 Rue De La République, 47200 Marmande, France",44.18638,0.6743
"2 Rue Sainte-Germaine, 47400 Tonneins, France",44.17346,0.7518
"2 Rue De Buzet, 47160 Damazan, France",44.24496,0.7745
"21 Rue Chanzy, 33500 Libourne, France",44.82936,-0.3208
"16 All. Robert Boulin, 33500 Libourne, France",44.83048,-0.321
"Pl. Abel Surchamp, 33500 Libourne, France",44.82864,-0.3241
"52 Rue De Montaudon, 33500 Libourne, France",44.8332,-0.3162
"74 Cr Tourny, 33500 Libourne, France",44.8292,-0.3208
"37 Pl. Abel Surchamp, 33500 Libourne, France",44.82928,-0.3237
"22 Pl. Decazes, 33500 Libourne, France",44.82824,-0.3166
"4 Pl. Joffre, 33500 Libourne, France",44.82984,-0.3229
"80 Av. Georges Clemenceau, 33500 Libourne, France",44.82792,-0.3165
"8 Cr Des Girondins, 33500 Libourne, France",44.82696,-0.3211
"5 Rue Michel Montaigne, 33500 Libourne, France",44.83024,-0.3198
"14 Rue Chanzy, 33500 Libourne, France",44.82944,-0.3202
"135 Av. Du Maréchal Foch, 33500 Libourne, France",44.83032,-0.3199
"8 Rue Jules Ferry, 33500 Libourne, France",44.83,-0.3209
"30 Pl. Decazes, 33500 Libourne, France",44.82736,-0.3241
"4 Espl. François Mitterrand, 33500 Libourne, France",44.83224,-0.3183
"2 Quai Général D'Amade, 33500 Libourne, France",44.82984,-0.3222
"147 Rue De La Marne, 33500 Libourne, France",44.8276,-0.3165
"24 Pl. Abel Surchamp, 33500 Libourne, France",44.82792,-0.3204
"16 Rue Jules Ferry, 33500 Libourne, France",44.83032,-0.3212
"9 Mnt Des Soldats, 69300 Caluire-Et-Cuire, France",45.71478,4.8828
"53 Rue Jean Moulin, 69300 Caluire-Et-Cuire, France",45.7199,4.8878
"2 Chem. De Crépieux, 69300 Caluire-Et-Cuire, France",45.71382,4.8802
"37 Rue François Peissel, 69300 Caluire-Et-Cuire, France",45.72054,4.8837
"1928 Chem. Pierre Drevet, 69300 Caluire-Et-Cuire, France",45.71806,4.8808
"59 Rue Jean Moulin, 69300 Caluire-Et-Cuire, France",45.71358,4.8826
"37 Av. Général De Gaulle, 69300 Caluire-Et-Cuire, France",45.71902,4.8834
"47 Chem. De Vassieux, 69300 Caluire-Et-Cuire, France",45.71926,4.8789
"Rue Hector Berlioz, 69009 Lyon, France",45.7675,4.8039
"19 Rue Du Maréchal Foch, 78630 Orgeval, France",,
"78 Rue De La Chapelle, 78630 Orgeval, France",,
"713 Rue De La Maison Blanche, 78630 Orgeval, France",,
"1571 Rte De Quarante Sous, 78630 Orgeval, France",,
"331 Rue De Picquenard, 78630 Orgeval, France",,
"3 Chem. Du Falourdeau, 78750 Mareil-Marly, France",,
"80 Av. De La République, 78500 Sartrouville, France",,
"8 Mail Des Cerclades, 95000 Cergy, France",,
"7 Av. Du Maréchal Foch, 78300 Poissy, France",,
"40 Rés Elysée 2, 78170 La Celle-Saint-Cloud, France",,
"17 Rue Du Chemin De Fer, 78650 Beynes, France",,
"69 Av. Du Maréchal Foch, 78100 Saint-Germain-En-Laye, France",,
"290 Rue Du Pied Griffier, 79180 Chauray, France",,
"16 Rue De Château Musset, 79180 Chauray, France",,
"Impasse Du, 120 Le Fief Lusseau, 79410 Saint-Gelais, France",,
"26 Rue Centrale, 79000 Niort, France",,
"550 Bis Av. De Limoges, 79000 Niort, France",,
"25 Rue Ernest Perochon, 79230 Vouillé, France",,
"20 Rue Gambetta, 79000 Niort, France",,
"50 Rue Du 24 Février, 79000 Niort, France",,
"Parc Des Brizeaux, Rue Des Brizeaux, 79000 Niort, France",,
"58 Rue De La Normandie, 79000 Niort, France",,
"18 Rte De Chauray, 79260 François, France",,
"18 Rue Armand Guillaumin, 79180 Chauray, France",,
"8 Rue Hélène Boucher, 79000 Niort, France",,
"2 Rue Clément Ader, 79000 Niort, France",,
"27 Bis Pl. De L'Église, 79230 Prahecq, France",,
"767 Côte Du Chaillot, 79410 Échiré, France",,
"151 Rue De L'Aérodrome, 79000 Niort, France",,
"13 Rue Du Ham. De Telouze, 79000 Niort, France",,
"23 Rue Du 24 Février, 79000 Niort, France",,
"6 Pl. Saint-Jean, 79000 Niort, France",,
"Place Charles Lenoir, 17450, 1 Rue Victor Hugo Bp 70017, 17450 Fouras, France",45.6508,-0.9031
"55 Rue De La Halle, 17450 Fouras, France",45.64784,-0.8993
"69 Rue De La Halle, 17450 Fouras, France",45.65144,-0.9035
"15 Rue De La Halle, 17450 Fouras, France",45.65,-0.9033
"3 Rue Des Franches, 17450 Fouras, France",45.65008,-0.8995
"Grande Rue, 17450 Saint-Laurent-De-La-Prée, France",45.64992,-0.903
"51 Rue Rigault De Genouilly, 17450 Fouras, France",45.65136,-0.8974
"117 Rue Pierre Loti, 17300 Rochefort, France",45.95288,-0.9812
"22 Rue De Villeneuve, 17180 Périgny, France",45.95,-1.1246
"59 Bd De La Libération, 17340 Châtelaillon-Plage, France",45.55,-0.6491
"27 Av. Du Maréchal De Lattre De Tassigny, 33470 Gujan-Mestras, France",44.63304,-0.6036
"13 Av. Du Maréchal De Lattre De Tassigny, 33470 Gujan-Mestras, France",44.63192,-0.6001
"23 Av. Du Maréchal De Lattre De Tassigny, 33470 Gujan-Mestras, France",44.62968,-0.6
"16 Av. Du Maréchal De Lattre De Tassigny, 33470 Gujan-Mestras, France",44.62792,-0.5959
"48 Rue André Lesca, 33260 La Teste-De-Buch, France",44.81572,-0.4539
"84 B Lot. Les Greens Sotogrande, 33470 Gujan-Mestras, France",44.62632,-0.6028
"Agence Immobilière Neuf Et Ancien Conseil Investissement, 147 Av. Du Maréchal De Lattre De Tassigny, 33470 Gujan-Mestras, France",44.63376,-0.6046
"25 Rte De Branne, 33410 Cadillac-Sur-Garonne, France",44.8584,-0.8024
"10 Pl. De La Libération, 33410 Cadillac-Sur-Garonne, France",44.86104,-0.8035
"15 Pl. De La République, 33410 Cadillac-Sur-Garonne, France",44.85664,-0.7974
"6 Rue Du Gén De Gaulle, 33410 Cadillac-Sur-Garonne, France",44.85896,-0.7973
"1 Pl. Gambetta, 33720 Podensac, France",44.6164,-1.0743
"42 Rue Du Merlot, 33720 Cérons, France",44.61904,-1.0667
"9 La Peloue, 33720 Barsac, France",44.62344,-1.0669
"Lot Le Clos, 33720 Podensac, France",44.62176,-1.073
"Pf6X+5Fr, Chem. Du Priou, 33650 Saint-Médard-D'Eyrans, France",44.82368,-0.0651
"2 Rue Du Boulivent, 16190 Montmoreau, France",45.93506,-0.1537
"13 Av. De L'Aquitaine, 16190 Montmoreau, France",45.9293,-0.1505
"7 Av. De La Gare, 16210 Chalais, France",45.58682,0.3323
"La Verrerie, 16320 Ronsenac, France",45.71662,0.2525
"3 Av. De La Gare, 16210 Chalais, France",45.58186,0.3328
"Place De La Mairie, 24320 Verteillac, France",45.28012,0.906
"14 Rue Du Coq, 87300 Bellac, France",45.80828,1.2424
"46 Rue Du Coq, 87300 Bellac, France",45.81188,1.2397
"5 Pl. Du Palais, 87300 Bellac, France",45.81124,1.2358
"17 Pl. De La Collégiale, 87210 Le Dorat, France",45.7913,1.0746
"1 Rue Gabriel Péri, 87200 Saint-Junien, France",45.86734,0.8828
"172 Bis Av. De Limoges, 87270 Couzeix, France",45.79538,1.078
"12 Sq. Curie, 87200 Saint-Junien, France",45.86446,0.8788
"1080 Rte De Vedrenne, 87240 Ambazac, France",45.79306,1.079
"Centre Commercial Super U, Rue Frédéric Legrand, 87220 Feytiat, France",45.69888,1.1032
"87520 Veyrac, France",45.80542,1.2236
"La Pronche, 87400 Saint-Léonard-De-Noblat, France",45.83194,1.2206
"36 Av. De La Libération, 87000 Limoges, France",45.83106,1.2481
"17 Pl. Gambetta, 82500 Beaumont-De-Lomagne, France",44.2187,1.2539
"4 Rue Pierre De Fermat, 82500 Beaumont-De-Lomagne, France",44.21694,1.2469
"55 Rue Despeyrous, 82500 Beaumont-De-Lomagne, France",44.21374,1.2497
"Rue Des Châteaux D'Eau, 82500 Beaumont-De-Lomagne, France",44.21806,1.2492
"16 Rte De Montagne, 82700 Montech, France",44.25818,1.3373
"51 Rue Despeyroux, 82500 Beaumont-De-Lomagne, France",44.21494,1.2458
"15 Av. André Bonnet, 82700 Montech, France",44.25458,1.3339
"77 Rue Des Sources, 82700 Bourret, France",44.25642,1.3401
"9 Pl. Des Récollets, 82200 Moissac, France",44.09832,1.6524
"409 Chem. De La Côté De L'Évêque, 82200 Moissac, France",44.10088,1.6468
"10 Pl. Nationale, 82400 Valence, France",44.2357,1.4206
"1083 Chem. De Caussade-Bas, 82100 Castelsarrasin, France",43.94672,1.4667
"46 Av. Gambetta, 12700 Capdenac-Gare, France",44.54936,2.0876
"44 Av. Gambetta, 12700 Capdenac-Gare, France",44.5536,2.0881
"1563 Rte De Lissac, 46100 Figeac, France",44.54928,1.2982
"2 Rue Séguier, 46100 Figeac, France",44.5468,1.2967
"8 Pl. Carnot, 46100 Figeac, France",44.55304,1.3017
"1 Bis, Pl. Vival, 46100 Figeac, France",44.55152,1.3037
"14 Bd Du Tour De Ville, 46160 Cajarc, France",44.54656,1.2985
"20 Quai Albert Bessières, 46100 Figeac, France",44.55224,1.2992
"53 Av. Du Faubourg Du Pin, 46100 Figeac, France",44.55296,1.2991
"9 Rue De La République, 46100 Figeac, France",44.54856,1.2977
"62 Av. De La Libération, 33360 Latresne, France",44.78354,-0.6481
"13 Bis Rue De La Chapelle, 33360 Latresne, France",44.78474,-0.649
"32Bis Av. De La Libération, 33360 Latresne, France",44.78202,-0.6485
"13 Rue Augustin Daureau, 33360 Carignan-De-Bordeaux, France",44.7849,-0.6476
"1 Rue Augustinot, 33360 Latresne, France",44.7789,-0.6449
"38 Av. De La Libération, 33360 Latresne, France",44.77858,-0.6514
"1 Bis Rte De Latresne, 33270 Bouliac, France",44.89752,-0.4194
"2 Pl. Camille Hostein, 33270 Bouliac, France",44.90312,-0.4227
"7 Av. Gaston Cabannes, 33270 Floirac, France",44.89784,-0.42
"28 Av. Mirieu De Labarre, 33140 Villenave-D'Ornon, France",44.8428,-0.5628
"7 Grande Rue, 69800 Saint-Priest, France",45.66566,4.7009
"23 Rue Du Dr Gallavardin, 69800 Saint-Priest, France",45.66302,4.6957
"2 Rue Henri Maréchal, 69800 Saint-Priest, France",45.66646,4.6961
"14 Rue Henri Maréchal, 69800 Saint-Priest, France",45.6615,4.7051
"20 Rue Henri Maréchal, 69800 Saint-Priest, France",45.6679,4.6992
"31 Av. Georges Pompidou, 69800 Saint-Priest, France",45.66454,4.7012
"29 Grande Rue, 69800 Saint-Priest, France",45.66318,4.7025
"41 Rue Maréchal Leclerc, 69800 Saint-Priest, France",45.66086,4.7002
"17 Rue Du Dr Gallavardin, 69800 Saint-Priest, France",45.66166,4.7004
"3 Av. Charles De Gaulle, 69780 Mions, France",45.57172,4.8614
"14 Imp. Beau Vallon, 69800 Saint-Priest, France",45.66214,4.698
"17 Rue Henri Maréchal, 69800 Saint-Priest, France",45.66838,4.7001
"12 Av. Jean Jaurès, 69800 Saint-Priest, France",45.6611,4.696
"59 Grande Rue, 69800 Saint-Priest, France",45.66246,4.6995
"32 Av. Georges Pompidou, 69800 Saint-Priest, France",45.66118,4.7041
"40 R. Louise Michel, 69200 Vénissieux, France",45.78506,4.8882
"5 Rue Jules Vallès, 38090 Villefontaine, France",45.17046,5.7127
"39 Rue Des Champs Elysées, 31500 Toulouse, France",43.63498,1.4147
"198 Chem. De Lapujade, 31200 Toulouse, France",43.58642,1.4459
"Immeuble Astoria, 1 Rue Matabiau Bât Astoria, 31000 Toulouse, France",43.60734,1.4401
"152 Rue Du Faubourg Bonnefoy, 31500 Toulouse, France",43.6365,1.4207
"Rue Du Chanoine Barthas, 31500 Toulouse, France",43.63554,1.4134
"47 Bd Pierre-Paul Riquet, 31000 Toulouse, France",43.60238,1.4417
"28 Bd Pierre-Paul Riquet, 31000 Toulouse, France",43.6031,1.4446
"24 Rue D'Alsace Lorraine, 31000 Toulouse, France",43.6039,1.4411
"48 Bis Av. Des Minimes, 31200 Toulouse, France",43.58186,1.4508
"147 Rue Du Faubourg Bonnefoy, 31500 Toulouse, France",43.63586,1.4167
"104 Rte D'Albi, 31200 Toulouse, France",43.58226,1.4486
"49 Av. Camille Pujol, 31500 Toulouse, France",43.62954,1.4212
"62 Rue De La Colombette, 31000 Toulouse, France",43.60598,1.4451
"61 Rue Pierre Cazeneuve, 31200 Toulouse, France",43.58674,1.4519
"35 Rue Léon Gambetta, 31000 Toulouse, France",43.60814,1.4485
"4 Rue Baptiste Marcet, 31200 Toulouse, France",43.58058,1.45
"35 Rue De La Concorde, 31000 Toulouse, France",43.60382,1.448
"48 Av. Honoré Serres, 31000 Toulouse, France",43.60766,1.4476
"19 Rue De Paris, 24260 Le Bugue, France",44.5604,0.4549
"26 Pl. De L'Hôtel De Ville, 24260 Le Bugue, France",44.5584,0.453
"358 Rue Des Girondes, 24260 Le Bugue, France",44.55856,0.4465
"23 Av. De La Préhistoire, 24620 Les Eyzies, France",45.08572,0.7777
"15 Rue Des Martyrs Du 21 Juin 44, 24150 Lalinde, France",44.95648,0.6473
"Rte De La Préhistoire, 24260 Mauzens-Et-Miremont, France",44.56,0.4528
"10 Pl. Boissière André, 24480 Le Buisson-De-Cadouin, France",45.72392,1.3349
"1 Voie De La Vallée, 24220 Saint-Cyprien, France",44.71744,0.5336
"8 Pace Simone Veil, 24580 Rouffignac-Saint-Cernin-De-Reilhac, France",45.03434,0.7607
"47 Rue Aubé De Braquemont, 24510 Trémolat, France",45.162,0.6797
"10 Rue Du Quatre Septembre, 24290 Montignac-Lascaux, France",44.66906,0.499
"23 Pl. Du 14 Juillet, 24150 Lalinde, France",44.95952,0.6544
"5 Pl. De La Liberté, 24480 Le Buisson-De-Cadouin, France",45.72248,1.3294
"113 Rue Anatole France, 69100 Villeurbanne, France",45.73234,4.8951
"103 Cr Émile-Zola, 69100 Villeurbanne, France",45.7349,4.9009
"131 Cr Émile-Zola, 69100 Villeurbanne, France",45.73154,4.9042
"34 Pl. Jules Grandclément, 69100 Villeurbanne, France",45.73514,4.8961
"100 Av. Roger Salengro 105, 69100 Villeurbanne, France",45.73514,4.8998
"All. Du 4 Avril 1908, 69580 Sathonay-Camp, France",45.35376,4.6532
"16 Av. Félix Faure, 69580 Sathonay-Camp, France",45.35112,4.6533
"32 Quai Jean-Baptiste Simon, 69270 Fontaines-Sur-Saône, France",45.78554,4.8869
"5 Av. Félix Faure, 69580 Sathonay-Camp, France",45.34776,4.6525
"7 Rte De Saint-Trivier, 69580 Sathonay-Village, France",45.35352,4.6541
"4 Chem. Des Voiliers, 69270 Fontaines-Sur-Saône, France",45.78394,4.8811
"3045 Rte De Strasbourg, 69140 Rillieux-La-Pape, France",45.72796,4.8914
"8 Imp. Beauregard, 69580 Sathonay-Village, France",45.35232,4.65
"13 Chem. Des Perdrix, 69140 Rillieux-La-Pape, France",45.72156,4.8873
"21 Bd Castellane, 69580 Sathonay-Camp, France",45.34848,4.6452
"10 Chem. Du Vieux Moulin, 69270 Saint-Romain-Au-Mont-D'Or, France",45.78634,4.8844
"6 Chem. De La Teyssonnière, 69140 Rillieux-La-Pape, France",45.72788,4.8929
"3 Rue André Janier, 69140 Rillieux-La-Pape, France",45.72828,4.8937
"74 Rue René Cassin, 69140 Rillieux-La-Pape, France",45.72772,4.8867
"56 Rue Constant Ragot, 41110 Saint-Aignan, France",47.51862,1.3686
"21 Quai Jean Jacques Delorme, 41110 Saint-Aignan, France",47.51686,1.3638
"38 Rue Constant Ragot, 41110 Saint-Aignan, France",47.51374,1.3641
"44 Rue Du Bas Guéret, 41110 Mareuil-Sur-Cher, France",47.51318,1.366
"18 Rue Pierre-Henri Mauger, 41700 Le Controis-En-Sologne, France",47.35134,1.3784
"6 Rue Georges Clemenceau, 41200 Romorantin-Lanthenay, France",47.45064,1.3981
"57 Pl. Du Soleil D'Or, 40120 Roquefort, France",43.89562,-0.718
"6 Rue Laubaner, 40120 Roquefort, France",43.89234,-0.7177
"204 Chem. De Bares, 40120 Roquefort, France",43.8965,-0.7226
"20 Av. Aristide Briand, 40000 Mont-De-Marsan, France",43.97532,-0.7334
"9 Pl. Saint-Roch, 40000 Mont-De-Marsan, France",43.9746,-0.7361
"19 Rue André Dussel, 40000 Mont-De-Marsan, France",43.973,-0.738
"785 Av. De L'Armagnac, 40120 Roquefort, France",43.8949,-0.7215
"3 Rue De L'Alsace, 40280 Saint-Pierre-Du-Mont, France",43.88708,-0.7612
"14 Pl. Jean Jaures, 40000 Mont-De-Marsan, France",43.9746,-0.7375
"7 Pl. Joseph Pancaut, 40000 Mont-De-Marsan, France",43.97572,-0.7326
"Pourtour Théâtre, All. Paul Riquet, 34500 Béziers, France",43.35184,3.2237
"51 Av. Enseigne Albertini, 34500 Béziers, France",43.35176,3.2209
"14 Av. Jean Moulin, 34500 Béziers, France",43.3524,3.2156
"51 Av. Jean Moulin, 34500 Béziers, France",43.35024,3.2199
"40 Rue Française 1Er Étage, 34500 Béziers, France",43.35264,3.2245
"2 Rue Saint-Vincent De Paul, 34500 Béziers, France",43.35352,3.2208
"69 Av. Georges Clemenceau, 34500 Béziers, France",43.3532,3.2166
"68 Av. Georges Clemenceau, 34500 Béziers, France",43.35072,3.2173
"38 All. Paul Riquet, 34500 Béziers, France",43.346,3.2233
"10 Rue De La République, 34500 Béziers, France",43.34624,3.2187
"44 Av. Georges Clemenceau, 34500 Béziers, France",43.34752,3.2202
"34 Rue De La République, 34500 Béziers, France",43.35384,3.2155
"7 Rue De La République, 34500 Béziers, France",43.35344,3.2249
"41 Av. Jean Moulin, 34500 Béziers, France",43.35208,3.2173
"5 Bis Rue Du 4 Septembre, 34500 Béziers, France",43.35104,3.22
"53 Av. Saint-Saëns, 34500 Béziers, France",43.34792,3.2231
"78 Av. Georges Clemenceau, 34500 Béziers, France",43.34864,3.219
"1 Pl. Du 14 Juillet, 34500 Béziers, France",43.3536,3.2154
"49 Bd De La Liberté, 34500 Béziers, France",43.35088,3.2176
"10 Rue Niepce, 34500 Béziers, France",43.34872,3.2242
